shot,ageSeconds,x,y,z
1,0,0.14764404296875,1.4122314453125,0.5272216796875
1,0.016666666666666666,0.15753173828125,1.414306640625,1.42578125
1,0.033333333333333333,0.16741943359375,1.41644287109375,2.3243408203125
1,0.05,0.17730712890625,1.41851806640625,3.222900390625
1,0.066666666666666666,0.18719482421875,1.42059326171875,4.1214599609375
1,0.083333333333333329,0.19708251953125,1.4227294921875,5.02001953125
1,0.099999999999999992,0.20697021484375,1.4248046875,5.9185791015625
1,0.11666666666666665,0.21685791015625,1.4268798828125,6.817138671875
1,0.13333333333333333,0.2266845703125,1.428955078125,7.7156982421875
1,0.15,0.236572265625,1.43109130859375,8.6142578125
1,0.16666666666666666,0.2464599609375,1.43316650390625,9.5128173828125
1,0.18333333333333332,0.25634765625,1.43524169921875,10.411376953125
1,0.19999999999999998,0.2623291015625,1.38409423828125,10.954345703125
1,0.21666666666666665,0.26617431640625,1.2989501953125,11.3018798828125
1,0.23333333333333331,0.26861572265625,1.1920166015625,11.5242919921875
1,0.24999999999999997,0.27020263671875,1.0711669921875,11.6666259765625
